,MeasureReport ID,Measure,Updated,Subject,Reporter,Period Start,Period End,Beds,numTotBeds,numBeds,numBedsOcc,numICUBeds,numICUBedsOcc,Ventilators,numVent,numVentUse,Encounters,numC19HospPats,numC19MechVentPats,numC19HOPats,numC19OverflowPats,numC19OFMechVentPats,numC19Died
29,1609,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-11,2020-05-11,,482,426,96.0,56,14.0,,11,11.0,,48,11.0,0.0,0.0,22.0,0.0
30,785,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-11,2020-05-11,,482,426,96.0,56,14.0,,11,11.0,,48,11.0,0.0,0.0,22.0,0.0
31,373,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-11,2020-05-11,,482,426,96.0,56,14.0,,11,11.0,,48,11.0,0.0,0.0,22.0,0.0
32,580,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-12,2020-05-12,,482,426,90.0,56,12.0,,11,11.0,,42,11.0,0.0,0.0,18.0,13.0
33,374,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-12,2020-05-12,,482,426,90.0,56,12.0,,11,11.0,,42,11.0,0.0,0.0,18.0,13.0
34,168,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-12,2020-05-12,,482,426,90.0,56,12.0,,11,11.0,,42,11.0,0.0,0.0,18.0,13.0
35,1198,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-12,2020-05-12,,482,426,90.0,56,12.0,,11,11.0,,42,11.0,0.0,0.0,18.0,13.0
36,786,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-12,2020-05-12,,482,426,90.0,56,12.0,,11,11.0,,42,11.0,0.0,0.0,18.0,13.0
37,1610,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-12,2020-05-12,,482,426,90.0,56,12.0,,11,11.0,,42,11.0,0.0,0.0,18.0,13.0
38,1404,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-12,2020-05-12,,482,426,90.0,56,12.0,,11,11.0,,42,11.0,0.0,0.0,18.0,13.0
39,992,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-12,2020-05-12,,482,426,90.0,56,12.0,,11,11.0,,42,11.0,0.0,0.0,18.0,13.0
40,581,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-13,2020-05-13,,482,426,89.0,56,12.0,,11,11.0,,41,11.0,0.0,0.0,17.0,23.0
41,169,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-13,2020-05-13,,482,426,89.0,56,12.0,,11,11.0,,41,11.0,0.0,0.0,17.0,23.0
42,375,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-13,2020-05-13,,482,426,89.0,56,12.0,,11,11.0,,41,11.0,0.0,0.0,17.0,23.0
43,1611,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-13,2020-05-13,,482,426,89.0,56,12.0,,11,11.0,,41,11.0,0.0,0.0,17.0,23.0
44,787,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-13,2020-05-13,,482,426,89.0,56,12.0,,11,11.0,,41,11.0,0.0,0.0,17.0,23.0
45,1405,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-13,2020-05-13,,482,426,89.0,56,12.0,,11,11.0,,41,11.0,0.0,0.0,17.0,23.0
46,1199,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-13,2020-05-13,,482,426,89.0,56,12.0,,11,11.0,,41,11.0,0.0,0.0,17.0,23.0
47,993,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BESTER MEMORIAL HOSPITAL Building,BESTER MEMORIAL HOSPITAL,2020-05-13,2020-05-13,,482,426,89.0,56,12.0,,11,11.0,,41,11.0,0.0,0.0,17.0,23.0
48,935,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-11,2020-05-11,,593,506,118.0,87,17.0,,17,17.0,,59,17.0,0.0,0.0,24.0,0.0
49,317,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-11,2020-05-11,,593,506,118.0,87,17.0,,17,17.0,,59,17.0,0.0,0.0,24.0,0.0
50,1347,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-11,2020-05-11,,593,506,118.0,87,17.0,,17,17.0,,59,17.0,0.0,0.0,24.0,0.0
51,111,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-11,2020-05-11,,593,506,118.0,87,17.0,,17,17.0,,59,17.0,0.0,0.0,24.0,0.0
52,1553,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-11,2020-05-11,,593,506,118.0,87,17.0,,17,17.0,,59,17.0,0.0,0.0,24.0,0.0
53,729,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-11,2020-05-11,,593,506,118.0,87,17.0,,17,17.0,,59,17.0,0.0,0.0,24.0,0.0
54,523,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-11,2020-05-11,,593,506,118.0,87,17.0,,17,17.0,,59,17.0,0.0,0.0,24.0,0.0
55,1141,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-11,2020-05-11,,593,506,118.0,87,17.0,,17,17.0,,59,17.0,0.0,0.0,24.0,0.0
56,936,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-12,2020-05-12,,593,506,113.0,87,16.0,,17,17.0,,54,17.0,0.0,0.0,20.0,13.0
57,524,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-12,2020-05-12,,593,506,113.0,87,16.0,,17,17.0,,54,17.0,0.0,0.0,20.0,13.0
58,1554,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-12,2020-05-12,,593,506,113.0,87,16.0,,17,17.0,,54,17.0,0.0,0.0,20.0,13.0
59,730,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-12,2020-05-12,,593,506,113.0,87,16.0,,17,17.0,,54,17.0,0.0,0.0,20.0,13.0
60,318,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-12,2020-05-12,,593,506,113.0,87,16.0,,17,17.0,,54,17.0,0.0,0.0,20.0,13.0
61,1142,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-12,2020-05-12,,593,506,113.0,87,16.0,,17,17.0,,54,17.0,0.0,0.0,20.0,13.0
62,1348,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-12,2020-05-12,,593,506,113.0,87,16.0,,17,17.0,,54,17.0,0.0,0.0,20.0,13.0
63,112,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-12,2020-05-12,,593,506,113.0,87,16.0,,17,17.0,,54,17.0,0.0,0.0,20.0,13.0
64,1143,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-13,2020-05-13,,593,506,112.0,87,15.0,,17,17.0,,53,17.0,0.0,0.0,20.0,24.0
65,113,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-13,2020-05-13,,593,506,112.0,87,15.0,,17,17.0,,53,17.0,0.0,0.0,20.0,24.0
66,1555,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-13,2020-05-13,,593,506,112.0,87,15.0,,17,17.0,,53,17.0,0.0,0.0,20.0,24.0
67,525,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-13,2020-05-13,,593,506,112.0,87,15.0,,17,17.0,,53,17.0,0.0,0.0,20.0,24.0
68,937,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-13,2020-05-13,,593,506,112.0,87,15.0,,17,17.0,,53,17.0,0.0,0.0,20.0,24.0
69,319,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-13,2020-05-13,,593,506,112.0,87,15.0,,17,17.0,,53,17.0,0.0,0.0,20.0,24.0
70,1349,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-13,2020-05-13,,593,506,112.0,87,15.0,,17,17.0,,53,17.0,0.0,0.0,20.0,24.0
71,731,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BLISH GENERAL HOSPITAL Building,BLISH GENERAL HOSPITAL,2020-05-13,2020-05-13,,593,506,112.0,87,15.0,,17,17.0,,53,17.0,0.0,0.0,20.0,24.0
72,1370,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-11,2020-05-11,,174,155,34.0,19,5.0,,3,3.0,,17,3.0,0.0,0.0,8.0,0.0
73,134,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-11,2020-05-11,,174,155,34.0,19,5.0,,3,3.0,,17,3.0,0.0,0.0,8.0,0.0
74,1164,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-11,2020-05-11,,174,155,34.0,19,5.0,,3,3.0,,17,3.0,0.0,0.0,8.0,0.0
75,1576,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-11,2020-05-11,,174,155,34.0,19,5.0,,3,3.0,,17,3.0,0.0,0.0,8.0,0.0
76,340,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-11,2020-05-11,,174,155,34.0,19,5.0,,3,3.0,,17,3.0,0.0,0.0,8.0,0.0
77,752,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-11,2020-05-11,,174,155,34.0,19,5.0,,3,3.0,,17,3.0,0.0,0.0,8.0,0.0
78,958,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-11,2020-05-11,,174,155,34.0,19,5.0,,3,3.0,,17,3.0,0.0,0.0,8.0,0.0
79,546,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-11,2020-05-11,,174,155,34.0,19,5.0,,3,3.0,,17,3.0,0.0,0.0,8.0,0.0
80,753,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-12,2020-05-12,,174,155,32.0,19,4.0,,3,3.0,,15,3.0,0.0,0.0,7.0,5.0
81,547,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-12,2020-05-12,,174,155,32.0,19,4.0,,3,3.0,,15,3.0,0.0,0.0,7.0,5.0
82,1577,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-12,2020-05-12,,174,155,32.0,19,4.0,,3,3.0,,15,3.0,0.0,0.0,7.0,5.0
83,1371,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-12,2020-05-12,,174,155,32.0,19,4.0,,3,3.0,,15,3.0,0.0,0.0,7.0,5.0
84,959,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-12,2020-05-12,,174,155,32.0,19,4.0,,3,3.0,,15,3.0,0.0,0.0,7.0,5.0
85,341,http://hl7.org/fhir/uv/saner/Measure/CDCPatientImpactAndHospitalCapacity,2023-01-05T20:26:07.403+00:00,BRIN HOSPITAL Building,BRIN HOSPITAL,2020-05-12,2020-05-12,,174,155,32.0,19,4.0,,3,3.0,,15,3.0,0.0,0.0,7.0,5.0
